problem_id,dataset,model,n_steps,duration,event,first_error_step,n_errors,final_correct,error_vector
bbh_seven_134,bbh_tracking,llama_3_3_70b,7,7,1,6.0,1,False,"[0, 0, 0, 0, 0, 0, 1]"
bbh_seven_135,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_136,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_137,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_138,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_139,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_140,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_141,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_142,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_143,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_144,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_145,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_146,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_147,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_148,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_149,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_150,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_151,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_152,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_153,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_154,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,False,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_155,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_156,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_157,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_158,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_159,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_160,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_161,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_162,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_163,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_164,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_165,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_166,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_167,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_168,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_169,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_170,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_171,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_172,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_173,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_174,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_175,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_176,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_177,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_178,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_179,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_180,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_181,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_182,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_183,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_184,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_185,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_186,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_187,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_188,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_189,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_190,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_191,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_192,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_193,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,False,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_194,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_195,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_196,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_197,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,False,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_198,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_199,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_200,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_201,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_202,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_203,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_204,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_205,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_206,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_207,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_208,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_209,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_210,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,False,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_211,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_212,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_213,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_214,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_215,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_216,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_217,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_218,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_219,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_220,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_221,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,False,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_222,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_223,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_224,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_225,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_226,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_227,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_228,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_229,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_230,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_231,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_232,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_233,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_234,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_235,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_236,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_237,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_238,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_239,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_240,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_241,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,False,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_242,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_243,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_244,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_245,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_246,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_247,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
bbh_seven_248,bbh_tracking,llama_3_3_70b,7,7,0,,0,True,"[0, 0, 0, 0, 0, 0, 0]"
bbh_seven_249,bbh_tracking,llama_3_3_70b,7,1,1,0.0,7,True,"[1, 1, 1, 1, 1, 1, 1]"
pw_0,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_1,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_2,proofwriter,llama3.2_3b,20,20,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_3,proofwriter,llama3.2_3b,26,26,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_4,proofwriter,llama3.2_3b,12,12,1,11.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_5,proofwriter,llama3.2_3b,3,3,1,2.0,1,False,"[0, 0, 1]"
pw_6,proofwriter,llama3.2_3b,10,9,1,8.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
pw_7,proofwriter,llama3.2_3b,8,8,1,7.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 1]"
pw_8,proofwriter,llama3.2_3b,9,4,1,3.0,3,False,"[0, 0, 0, 1, 0, 0, 1, 0, 1]"
pw_9,proofwriter,llama3.2_3b,5,5,1,4.0,1,False,"[0, 0, 0, 0, 1]"
pw_10,proofwriter,llama3.2_3b,7,7,1,6.0,1,False,"[0, 0, 0, 0, 0, 0, 1]"
pw_11,proofwriter,llama3.2_3b,11,11,1,10.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_12,proofwriter,llama3.2_3b,8,8,0,,0,True,"[0, 0, 0, 0, 0, 0, 0, 0]"
pw_13,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_14,proofwriter,llama3.2_3b,20,20,1,19.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_15,proofwriter,llama3.2_3b,14,14,1,13.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_16,proofwriter,llama3.2_3b,21,21,1,20.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_17,proofwriter,llama3.2_3b,9,9,1,8.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_18,proofwriter,llama3.2_3b,7,7,1,6.0,1,False,"[0, 0, 0, 0, 0, 0, 1]"
pw_19,proofwriter,llama3.2_3b,18,18,1,17.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_20,proofwriter,llama3.2_3b,15,15,1,14.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_21,proofwriter,llama3.2_3b,11,11,1,10.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_22,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_23,proofwriter,llama3.2_3b,13,13,1,12.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_24,proofwriter,llama3.2_3b,14,1,1,0.0,4,,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_25,proofwriter,llama3.2_3b,11,11,1,10.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_26,proofwriter,llama3.2_3b,9,9,1,8.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_27,proofwriter,llama3.2_3b,6,6,0,,0,,"[0, 0, 0, 0, 0, 0]"
pw_28,proofwriter,llama3.2_3b,17,17,1,16.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_29,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_30,proofwriter,llama3.2_3b,10,10,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_31,proofwriter,llama3.2_3b,13,13,1,12.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_32,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_33,proofwriter,llama3.2_3b,26,26,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_34,proofwriter,llama3.2_3b,19,19,1,18.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_35,proofwriter,llama3.2_3b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
pw_36,proofwriter,llama3.2_3b,24,24,1,23.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_37,proofwriter,llama3.2_3b,17,17,1,16.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_38,proofwriter,llama3.2_3b,16,16,1,15.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_39,proofwriter,llama3.2_3b,21,21,1,20.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_40,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_41,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_42,proofwriter,llama3.2_3b,3,3,1,2.0,1,False,"[0, 0, 1]"
pw_43,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_44,proofwriter,llama3.2_3b,40,40,1,39.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_45,proofwriter,llama3.2_3b,5,2,1,1.0,3,False,"[0, 1, 1, 1, 0]"
pw_46,proofwriter,llama3.2_3b,7,7,1,6.0,1,False,"[0, 0, 0, 0, 0, 0, 1]"
pw_47,proofwriter,llama3.2_3b,18,2,1,1.0,16,False,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
pw_48,proofwriter,llama3.2_3b,12,12,1,11.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_49,proofwriter,llama3.2_3b,12,12,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_50,proofwriter,llama3.2_3b,7,7,1,6.0,1,False,"[0, 0, 0, 0, 0, 0, 1]"
pw_51,proofwriter,llama3.2_3b,14,14,1,13.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_52,proofwriter,llama3.2_3b,9,9,1,8.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_53,proofwriter,llama3.2_3b,27,27,1,26.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_54,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_55,proofwriter,llama3.2_3b,7,7,1,6.0,1,False,"[0, 0, 0, 0, 0, 0, 1]"
pw_56,proofwriter,llama3.2_3b,17,17,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_57,proofwriter,llama3.2_3b,34,34,1,33.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_58,proofwriter,llama3.2_3b,12,12,1,11.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_59,proofwriter,llama3.2_3b,6,6,1,5.0,1,False,"[0, 0, 0, 0, 0, 1]"
pw_60,proofwriter,llama3.2_3b,10,2,1,1.0,7,False,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
pw_61,proofwriter,llama3.2_3b,11,11,1,10.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_62,proofwriter,llama3.2_3b,27,27,1,26.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_63,proofwriter,llama3.2_3b,25,25,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_64,proofwriter,llama3.2_3b,31,31,1,30.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_65,proofwriter,llama3.2_3b,8,8,1,7.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 1]"
pw_66,proofwriter,llama3.2_3b,21,21,1,20.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_67,proofwriter,llama3.2_3b,15,15,1,14.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_68,proofwriter,llama3.2_3b,13,13,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_69,proofwriter,llama3.2_3b,9,9,1,8.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_70,proofwriter,llama3.2_3b,11,11,1,10.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_71,proofwriter,llama3.2_3b,24,24,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_72,proofwriter,llama3.2_3b,5,1,1,0.0,2,False,"[1, 0, 0, 0, 1]"
pw_73,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_74,proofwriter,llama3.2_3b,15,2,1,1.0,11,False,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
pw_75,proofwriter,llama3.2_3b,20,20,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_76,proofwriter,llama3.2_3b,18,2,1,1.0,8,False,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_77,proofwriter,llama3.2_3b,25,25,0,,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
pw_78,proofwriter,llama3.2_3b,10,10,1,9.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_79,proofwriter,llama3.2_3b,12,12,1,11.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_80,proofwriter,llama3.2_3b,16,16,1,15.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
pw_81,proofwriter,llama3.2_3b,4,4,1,3.0,1,False,"[0, 0, 0, 1]"
pw_82,proofwriter,llama3.2_3b,5,2,1,1.0,4,False,"[0, 1, 1, 1, 1]"
pw_83,proofwriter,llama3.2_3b,11,11,1,10.0,1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
